name,counters,jobs,comm
2dstancil-comapct-8,links/linkdata/single/2dstencil/links-compact.8k.csv,links/placements/single/compact.8k
2dstancil-comapct-16,links/linkdata/single/2dstencil/links-compact.16k.csv,links/placements/single/compact.16k
2dstancil-comapct-32,links/linkdata/single/2dstencil/links-compact.32k.csv,links/placements/single/compact.32k
2dstancil-comapct-64,links/linkdata/single/2dstencil/links-compact.64k.csv,links/placements/single/compact.64k
2dstancil-comapct-128,links/linkdata/single/2dstencil/links-compact.128k.csv,links/placements/single/compact.128k

2dstancil-nonUniRt-8,links/linkdata/single/2dstencil/links-nonUniR.8k.csv,links/placements/single/nonUniR.8k
2dstencil-nonUniR-16,links/linkdata/single/2dstencil/links-nonUniR.16k.csv,links/placements/single/nonUniR.16k
2dstencil-nonUniR-32,links/linkdata/single/2dstencil/links-nonUniR.32k.csv,links/placements/single/nonUniR.32k
2dstencil-nonUniR-64,links/linkdata/single/2dstencil/links-nonUniR.64k.csv,links/placements/single/nonUniR.64k
2dstencil-nonUniR-128,links/linkdata/single/2dstencil/links-nonUniR.128k.csv,links/placements/single/nonUniR.128k

2dstencil-randRtrt-8,links/linkdata/single/2dstencil/links-randRtr.128k.csv,links/placements/single/randRtr.8k
2dstencil-randRtr-16,links/linkdata/single/2dstencil/links-randRtr.16k.csv,links/placements/single/randRtr.16k
2dstencil-randRtr-32,links/linkdata/single/2dstencil/links-randRtr.32k.csv,links/placements/single/randRtr.32k
2dstencil-randRtr-64,links/linkdata/single/2dstencil/links-randRtr.64k.csv,links/placements/single/randRtr.64k
2dstencil-randRtr-128,links/linkdata/single/2dstencil/links-randRtr.8k.csv,links/placements/single/randRtr.128k

4dstencil-comapctt-8,links/linkdata/single/4dstencil/links-compact.8k.csv,links/placements/single/compact8.k
4dstencil-comapct-16,links/linkdata/single/4dstencil/links-compact.16k.csv,links/placements/single/compact16.k
4dstencil-comapct-32,links/linkdata/single/4dstencil/links-compact.32k.csv,links/placements/single/compact32.k
4dstencil-comapct-64,links/linkdata/single/4dstencil/links-compact.64k.csv,links/placements/single/compact64.k
4dstencil-comapct-128,links/linkdata/single/4dstencil/links-compact.128k.csv,links/placements/single/compact128.k

4dstencil-nonUniRt-8,links/linkdata/single/4dstencil/links-nonUniR.8k.csv,links/placements/single/nonUniR.8k
4dstencil-nonUniR-16,links/linkdata/single/4dstencil/links-nonUniR.16k.csv,links/placements/single/nonUniR.16k
4dstencil-nonUniR-32,links/linkdata/single/4dstencil/links-nonUniR.32k.csv,links/placements/single/nonUniR.32k
4dstencil-nonUniR-64,links/linkdata/single/4dstencil/links-nonUniR.64k.csv,links/placements/single/nonUniR.64k
4dstencil-nonUniR-128,links/linkdata/single/4dstencil/links-nonUniR.128k.csv,links/placements/single/nonUniR.128k

4dstencil-randRtrt-8,links/linkdata/single/4dstencil/links-randRtr.8k.csv,links/placements/single/randRtr.8k
4dstencil-randRtr-16,links/linkdata/single/4dstencil/links-randRtr.16k.csv,links/placements/single/randRtr.16k
4dstencil-randRtr-32,links/linkdata/single/4dstencil/links-randRtr.32k.csv,links/placements/single/randRtr.32k
4dstencil-randRtr-64,links/linkdata/single/4dstencil/links-randRtr.64k.csv,links/placements/single/randRtr.64k
4dstencil-randRtr-128,links/linkdata/single/4dstencil/links-randRtr.128k.csv,links/placements/single/randRtr.128k

many2many-comapctt-8,links/linkdata/single/many2many/links-compact.8k.csv,links/placements/single/compact.8k
many2many-comapct-16,links/linkdata/single/many2many/links-compact.16k.csv,links/placements/single/compact.16k
many2many-comapct-32,links/linkdata/single/many2many/links-compact.32k.csv,links/placements/single/compact.32k
many2many-comapct-64,links/linkdata/single/many2many/links-compact.64k.csv,links/placements/single/compact.64k
many2many-comapct-128,links/linkdata/single/many2many/links-compact.128k.csv,links/placements/single/compact.128k

many2many-nonUniRt-8,links/linkdata/single/many2many/links-nonUniR.8k.csv,links/placements/single/nonUniR.8k
many2many-nonUniR-16,links/linkdata/single/many2many/links-nonUniR.16k.csv,links/placements/single/nonUniR.16k
many2many-nonUniR-32,links/linkdata/single/many2many/links-nonUniR.32k.csv,links/placements/single/nonUniR.32k
many2many-nonUniR-64,links/linkdata/single/many2many/links-nonUniR.64k.csv,links/placements/single/nonUniR.64k
many2many-nonUniR-128,links/linkdata/single/many2many/links-nonUniR.128k.csv,links/placements/single/nonUniR.128k

many2many-randRtrt-8,links/linkdata/single/many2many/links-randRtr.8k.csv,links/placements/single/randRtr.8k
many2many-randRtr-16,links/linkdata/single/many2many/links-randRtr.16k.csv,links/placements/single/randRtr.16k
many2many-randRtr-32,links/linkdata/single/many2many/links-randRtr.32k.csv,links/placements/single/randRtr.32k
many2many-randRtr-64,links/linkdata/single/many2many/links-randRtr.64k.csv,links/placements/single/randRtr.64k
many2many-randRtr-128,links/linkdata/single/many2many/links-randRtr.128k.csv,links/placements/single/randRtr.128k

spread-comapctt-8,links/linkdata/single/spread/links-compact.8k.csv,links/placements/single/compact.8k
spread-comapct-16,links/linkdata/single/spread/links-compact.16k.csv,links/placements/single/compact.16k
spread-comapct-32,links/linkdata/single/spread/links-compact.32k.csv,links/placements/single/compact.32k
spread-comapct-64,links/linkdata/single/spread/links-compact.64k.csv,links/placements/single/compact.64k
spread-comapct-128,links/linkdata/single/spread/links-compact.128k.csv,links/placements/single/compact.128k

spread-nonUniRt-8,links/linkdata/single/spread/links-nonUniR.8k.csv,links/placements/single/nonUniR.8k
spread-nonUniR-16,links/linkdata/single/spread/links-nonUniR.16k.csv,links/placements/single/nonUniR.16k
spread-nonUniR-32,links/linkdata/single/spread/links-nonUniR.32k.csv,links/placements/single/nonUniR.32k
spread-nonUniR-64,links/linkdata/single/spread/links-nonUniR.64k.csv,links/placements/single/nonUniR.64k
spread-nonUniR-128,links/linkdata/single/spread/links-nonUniR.128k.csv,links/placements/single/nonUniR.128k

spread-randRtrt-8,links/linkdata/single/spread/links-randRtr.8k.csv,links/placements/single/randRtr.8k
spread-randRtr-16,links/linkdata/single/spread/links-randRtr.16k.csv,links/placements/single/randRtr.16k
spread-randRtr-32,links/linkdata/single/spread/links-randRtr.32k.csv,links/placements/single/randRtr.32k
spread-randRtr-64,links/linkdata/single/spread/links-randRtr.64k.csv,links/placements/single/randRtr.64k
spread-randRtr-128,links/linkdata/single/spread/links-randRtr.128k.csv,links/placements/single/randRtr.128k

umesh-comapctt-8,links/linkdata/single/umesh/links-compact.8k.csv,links/placements/single/compact.8k
umesh-comapct-16,links/linkdata/single/umesh/links-compact.16k.csv,links/placements/single/compact.16k
umesh-comapct-32,links/linkdata/single/umesh/links-compact.32k.csv,links/placements/single/compact.32k
umesh-comapct-64,links/linkdata/single/umesh/links-compact.64k.csv,links/placements/single/compact.64k
umesh-comapct-128,links/linkdata/single/umesh/links-compact.128k.csv,links/placements/single/compact.128k

umesh-nonUniRt-8,links/linkdata/single/umesh/links-nonUniR.8k.csv,links/placements/single/nonUniR.8k
umesh-nonUniR-16,links/linkdata/single/umesh/links-nonUniR.16k.csv,links/placements/single/nonUniR.16k
umesh-nonUniR-32,links/linkdata/single/umesh/links-nonUniR.32k.csv,links/placements/single/nonUniR.32k
umesh-nonUniR-64,links/linkdata/single/umesh/links-nonUniR.64k.csv,links/placements/single/nonUniR.64k
umesh-nonUniR-128,links/linkdata/single/umesh/links-nonUniR.128k.csv,links/placements/single/nonUniR.128k

umesh-randRtrt-8,links/linkdata/single/umesh/links-randRtr.8k.csv,links/placements/single/randRtr.8k
umesh-randRtr-16,links/linkdata/single/umesh/links-randRtr.16k.csv,links/placements/single/randRtr.16k
umesh-randRtr-32,links/linkdata/single/umesh/links-randRtr.32k.csv,links/placements/single/randRtr.32k
