name,counters,jobs,comm
2ds-compact-32k-32k-64k,sim/simulations/multi/3jobs/2ds-compact-32k-32k-64k/links-compact.32k-32k-64k.csv,sim/simulations/multi/placements/compact.32k-32k-64k.csv
2ds-random-32k-32k-64k,sim/simulations/multi/3jobs/2ds-random-32k-32k-64k/links-random.32k-32k-64k.csv,sim/simulations/multi/placements/random.32k-32k-64k.csv
2ds-nonuni-32k-32k-64k,sim/simulations/multi/3jobs/2ds-nonuni-32k-32k-64k/links-nonuni.32k-32k-64k.csv,sim/simulations/multi/placements/nonuni.32k-32k-64k.csv

2ds-m2m-random-64k-64k,sim/simulations/multi/2jobs/2ds-m2m-random-64k-64k/links-random.64k-64k.csv,sim/simulations/multi/placements/random.64k-64k.csv
2ds-m2m-nonuni-64k-64k,sim/simulations/multi/2jobs/2ds-m2m-nonuni-64k-64k/links-nonuni.64k-64k.csv,sim/simulations/multi/placements/nonuni.64k-64k.csv
2ds-m2m-compact-64k-64k,sim/simulations/multi/2jobs/2ds-m2m-compact-64k-64k/links-compact.64k-64k.csv,sim/simulations/multi/placements/compact.64k-64k.csv

2ds-ume-compact-64k-64k,sim/simulations/multi/2jobs/2ds-ume-compact-64k-64k/links-compact.64k-64k.csv,sim/simulations/multi/placements/compact.64k-64k.csv
2ds-ume-random-64k-64k,sim/simulations/multi/2jobs/2ds-ume-random-64k-64k/links-random.64k-64k.csv,sim/simulations/multi/placements/random.64k-64k.csv
2ds-ume-nonuni-64k-64k,sim/simulations/multi/2jobs/2ds-ume-nonuni-64k-64k/links-nonuni.64k-64k.csv,sim/simulations/multi/placements/nonuni.64k-64k.csv

m2m-compact-32k-32k-64k,sim/simulations/multi/3jobs/m2m-compact-32k-32k-64k/links-compact.32k-32k-64k.csv,sim/simulations/multi/placements/compact.32k-32k-64k.csv
m2m-random-32k-32k-64k,sim/simulations/multi/3jobs/m2m-random-32k-32k-64k/links-random.32k-32k-64k.csv,sim/simulations/multi/placements/random.32k-32k-64k.csv
m2m-nonuni-32k-32k-64k,sim/simulations/multi/3jobs/m2m-nonuni-32k-32k-64k/links-nonuni.32k-32k-64k.csv,sim/simulations/multi/placements/nonuni.32k-32k-64k.csv

m2m-ume-compact-64k-64k,sim/simulations/multi/2jobs/m2m-ume-compact-64k-64k/links-compact.64k-64k.csv,sim/simulations/multi/placements/compact.64k-64k.csv
m2m-ume-random-64k-64k,sim/simulations/multi/2jobs/m2m-ume-random-64k-64k/links-random.64k-64k.csv,sim/simulations/multi/placements/random.64k-64k.csv
m2m-ume-nonuni-64k-64k,sim/simulations/multi/2jobs/m2m-ume-nonuni-64k-64k/links-nonuni.64k-64k.csv,sim/simulations/multi/placements/nonuni.64k-64k.csv

ume-compact-32k-32k-64k,sim/simulations/multi/3jobs/ume-compact-32k-32k-64k/links-compact.32k-32k-64k.csv,sim/simulations/multi/placements/compact.32k-32k-64k.csv
ume-random-32k-32k-64k,sim/simulations/multi/3jobs/ume-random-32k-32k-64k/links-random.32k-32k-64k.csv,sim/simulations/multi/placements/random.32k-32k-64k.csv
ume-nonuni-32k-32k-64k,sim/simulations/multi/3jobs/ume-nonuni-32k-32k-64k/links-nonuni.32k-32k-64k.csv,sim/simulations/multi/placements/nonuni.32k-32k-64k.csv
